"Step","1agent - Training_Reward_Mean","1agent - Training_Reward_Mean__MIN","1agent - Training_Reward_Mean__MAX","4agents - Training_Reward_Mean","4agents - Training_Reward_Mean__MIN","4agents - Training_Reward_Mean__MAX","8agents - Training_Reward_Mean","8agents - Training_Reward_Mean__MIN","8agents - Training_Reward_Mean__MAX"
"428","75.21670748204927","75.21670748204927","75.21670748204927","66.29356142875724","66.29356142875724","66.29356142875724","32.780894316393336","32.780894316393336","32.780894316393336"
"429","75.21728200431457","75.21728200431457","75.21728200431457","66.25511136512746","66.25511136512746","66.25511136512746","30.630202937834145","30.630202937834145","30.630202937834145"
"430","75.1826684066227","75.1826684066227","75.1826684066227","66.31586309832626","66.31586309832626","66.31586309832626","32.988201181300326","32.988201181300326","32.988201181300326"
"431","75.17682096523707","75.17682096523707","75.17682096523707","65.72656741701374","65.72656741701374","65.72656741701374","33.032351995525005","33.032351995525005","33.032351995525005"
"432","75.12185610498734","75.12185610498734","75.12185610498734","66.65603425714266","66.65603425714266","66.65603425714266","33.03332261249273","33.03332261249273","33.03332261249273"
"433","75.08649132280453","75.08649132280453","75.08649132280453","66.67848405405242","66.67848405405242","66.67848405405242","33.00511603641599","33.00511603641599","33.00511603641599"
"434","74.72568575484905","74.72568575484905","74.72568575484905","65.6061735032105","65.6061735032105","65.6061735032105","30.61890263050718","30.61890263050718","30.61890263050718"
"435","74.72042233239065","74.72042233239065","74.72042233239065","64.09984552985765","64.09984552985765","64.09984552985765","30.609893834318946","30.609893834318946","30.609893834318946"
"436","74.68149917132105","74.68149917132105","74.68149917132105","64.11158469555187","64.11158469555187","64.11158469555187","28.221777613070802","28.221777613070802","28.221777613070802"
"437","74.69780283829863","74.69780283829863","74.69780283829863","63.98998681931409","63.98998681931409","63.98998681931409","30.65919353382437","30.65919353382437","30.65919353382437"
"438","74.60979765566809","74.60979765566809","74.60979765566809","63.840572075452904","63.840572075452904","63.840572075452904","30.55984216979301","30.55984216979301","30.55984216979301"
"439","72.55987734145965","72.55987734145965","72.55987734145965","65.19606168212687","65.19606168212687","65.19606168212687","30.536227040933873","30.536227040933873","30.536227040933873"
"440","72.55853229640218","72.55853229640218","72.55853229640218","65.18279367649303","65.18279367649303","65.18279367649303","32.78819196774975","32.78819196774975","32.78819196774975"
"441","72.62049770326456","72.62049770326456","72.62049770326456","65.22668643367491","65.22668643367491","65.22668643367491","32.731776840834165","32.731776840834165","32.731776840834165"
"442","72.44273845039139","72.44273845039139","72.44273845039139","64.26803081647847","64.26803081647847","64.26803081647847","32.728598534714024","32.728598534714024","32.728598534714024"
"443","72.52415835069677","72.52415835069677","72.52415835069677","64.25855646040104","64.25855646040104","64.25855646040104","32.764165700230535","32.764165700230535","32.764165700230535"
"444","72.18888694959695","72.18888694959695","72.18888694959695","64.28877659084591","64.28877659084591","64.28877659084591","32.79360067539487","32.79360067539487","32.79360067539487"
"445","72.25438590864015","72.25438590864015","72.25438590864015","63.329119943226544","63.329119943226544","63.329119943226544","32.77731289853396","32.77731289853396","32.77731289853396"
"446","72.21746386812916","72.21746386812916","72.21746386812916","63.134382752227836","63.134382752227836","63.134382752227836","32.800327347648725","32.800327347648725","32.800327347648725"
"447","72.212508548412","72.212508548412","72.212508548412","63.1563331858719","63.1563331858719","63.1563331858719","32.75959785333263","32.75959785333263","32.75959785333263"
"448","74.30125811688376","74.30125811688376","74.30125811688376","62.034554458357626","62.034554458357626","62.034554458357626","32.837932325138816","32.837932325138816","32.837932325138816"
"449","74.33881468924785","74.33881468924785","74.33881468924785","61.09690799383542","61.09690799383542","61.09690799383542","35.23394252871768","35.23394252871768","35.23394252871768"
"450","74.32224387850425","74.32224387850425","74.32224387850425","61.09226661638899","61.09226661638899","61.09226661638899","35.222203212555286","35.222203212555286","35.222203212555286"
"451","74.41583219057583","74.41583219057583","74.41583219057583","61.53489621982567","61.53489621982567","61.53489621982567","35.20924166232538","35.20924166232538","35.20924166232538"
"452","74.22205927793816","74.22205927793816","74.22205927793816","61.55878645219961","61.55878645219961","61.55878645219961","32.73479719593629","32.73479719593629","32.73479719593629"
"453","74.37422511202197","74.37422511202197","74.37422511202197","62.44042183211326","62.44042183211326","62.44042183211326","30.513379999152395","30.513379999152395","30.513379999152395"
"454","71.88303436026582","71.88303436026582","71.88303436026582","62.80539923427641","62.80539923427641","62.80539923427641","30.537444824229155","30.537444824229155","30.537444824229155"
"455","74.21972857200265","74.21972857200265","74.21972857200265","62.805522170641865","62.805522170641865","62.805522170641865","30.546552064672884","30.546552064672884","30.546552064672884"
"456","76.57114534757261","76.57114534757261","76.57114534757261","64.24528606114767","64.24528606114767","64.24528606114767","32.90267426484712","32.90267426484712","32.90267426484712"
"457","76.56977442017532","76.56977442017532","76.56977442017532","63.53147032046092","63.53147032046092","63.53147032046092","32.94282804791412","32.94282804791412","32.94282804791412"
"458","76.5425229632292","76.5425229632292","76.5425229632292","63.43852323419231","63.43852323419231","63.43852323419231","30.659195821123657","30.659195821123657","30.659195821123657"
"459","76.5322094830574","76.5322094830574","76.5322094830574","63.45259393778978","63.45259393778978","63.45259393778978","30.66345524723455","30.66345524723455","30.66345524723455"
"460","76.62588591292223","76.62588591292223","76.62588591292223","64.46655357131715","64.46655357131715","64.46655357131715","30.665590594639248","30.665590594639248","30.665590594639248"
"461","76.61295170234031","76.61295170234031","76.61295170234031","64.38621476620624","64.38621476620624","64.38621476620624","30.662780472092084","30.662780472092084","30.662780472092084"
"462","76.62781198966421","76.62781198966421","76.62781198966421","65.39587039332045","65.39587039332045","65.39587039332045","30.666393939625237","30.666393939625237","30.666393939625237"
"463","76.62235785510823","76.62235785510823","76.62235785510823","66.34908863345727","66.34908863345727","66.34908863345727","30.592483474962343","30.592483474962343","30.592483474962343"
"464","76.6309044775171","76.6309044775171","76.6309044775171","66.33496675027371","66.33496675027371","66.33496675027371","30.586651737935668","30.586651737935668","30.586651737935668"
"465","76.56573250728864","76.56573250728864","76.56573250728864","67.76205867364742","67.76205867364742","67.76205867364742","30.63987339972808","30.63987339972808","30.63987339972808"
"466","76.25279964022975","76.25279964022975","76.25279964022975","69.1900804916533","69.1900804916533","69.1900804916533","30.587701416423343","30.587701416423343","30.587701416423343"
"467","78.59279132383091","78.59279132383091","78.59279132383091","69.09152642350661","69.09152642350661","69.09152642350661","30.590264567592065","30.590264567592065","30.590264567592065"
"468","78.60039376604719","78.60039376604719","78.60039376604719","69.11906624599673","69.11906624599673","69.11906624599673","32.95856267307489","32.95856267307489","32.95856267307489"
"469","78.53723548949583","78.53723548949583","78.53723548949583","69.99006157651546","69.99006157651546","69.99006157651546","33.18069734551872","33.18069734551872","33.18069734551872"
"470","80.88401572079992","80.88401572079992","80.88401572079992","71.36337293664448","71.36337293664448","71.36337293664448","33.134215910180096","33.134215910180096","33.134215910180096"
"471","80.8781516943974","80.8781516943974","80.8781516943974","71.88268272233152","71.88268272233152","71.88268272233152","33.14918600549151","33.14918600549151","33.14918600549151"
"472","80.93051351113621","80.93051351113621","80.93051351113621","71.87279286154543","71.87279286154543","71.87279286154543","35.48603995497112","35.48603995497112","35.48603995497112"
"473","80.92340862040591","80.92340862040591","80.92340862040591","72.88956962402159","72.88956962402159","72.88956962402159","33.12386184613673","33.12386184613673","33.12386184613673"
"474","81.0141151988454","81.0141151988454","81.0141151988454","73.56777333776851","73.56777333776851","73.56777333776851","32.90067639364343","32.90067639364343","32.90067639364343"
"475","83.15396494482708","83.15396494482708","83.15396494482708","73.52611345141582","73.52611345141582","73.52611345141582","30.551710995939857","30.551710995939857","30.551710995939857"
"476","85.57584062520006","85.57584062520006","85.57584062520006","73.44871704459578","73.44871704459578","73.44871704459578","30.732441132193227","30.732441132193227","30.732441132193227"
"477","85.56551057090127","85.56551057090127","85.56551057090127","73.37671654188917","73.37671654188917","73.37671654188917","28.42607739448324","28.42607739448324","28.42607739448324"
"478","85.62537520672913","85.62537520672913","85.62537520672913","74.09891347183539","74.09891347183539","74.09891347183539","28.418437927617646","28.418437927617646","28.418437927617646"
"479","85.62847664867708","85.62847664867708","85.62847664867708","74.17495973910943","74.17495973910943","74.17495973910943","28.395568964191888","28.395568964191888","28.395568964191888"
"480","85.59097860627304","85.59097860627304","85.59097860627304","74.97558755981882","74.97558755981882","74.97558755981882","30.66368592503798","30.66368592503798","30.66368592503798"
"481","87.94707473161802","87.94707473161802","87.94707473161802","74.8512260689589","74.8512260689589","74.8512260689589","30.597872348951995","30.597872348951995","30.597872348951995"
"482","87.91576492008244","87.91576492008244","87.91576492008244","74.94535127761003","74.94535127761003","74.94535127761003","28.228981914830097","28.228981914830097","28.228981914830097"
"483","87.86282428653234","87.86282428653234","87.86282428653234","75.89623003480384","75.89623003480384","75.89623003480384","30.74402270312488","30.74402270312488","30.74402270312488"
"484","87.90276886044902","87.90276886044902","87.90276886044902","75.85259817438076","75.85259817438076","75.85259817438076","28.711447746896543","28.711447746896543","28.711447746896543"
"485","87.82758629836094","87.82758629836094","87.82758629836094","75.2815940417519","75.2815940417519","75.2815940417519","26.353462775612467","26.353462775612467","26.353462775612467"
"486","87.9502307676945","87.9502307676945","87.9502307676945","75.24650354543442","75.24650354543442","75.24650354543442","26.331646242484855","26.331646242484855","26.331646242484855"
"487","90.91699392933266","90.91699392933266","90.91699392933266","75.2844470485152","75.2844470485152","75.2844470485152","26.338097451212164","26.338097451212164","26.338097451212164"
"488","90.94614281091452","90.94614281091452","90.94614281091452","73.97785688901733","73.97785688901733","73.97785688901733","28.514987595596285","28.514987595596285","28.514987595596285"
"489","90.92771632491107","90.92771632491107","90.92771632491107","73.94896091376938","73.94896091376938","73.94896091376938","30.860542021618766","30.860542021618766","30.860542021618766"
"490","90.93755536752569","90.93755536752569","90.93755536752569","73.90014384454044","73.90014384454044","73.90014384454044","30.806949371557447","30.806949371557447","30.806949371557447"
"491","90.7184110777547","90.7184110777547","90.7184110777547","74.86253433221155","74.86253433221155","74.86253433221155","28.40652918169405","28.40652918169405","28.40652918169405"
"492","90.7434103242499","90.7434103242499","90.7434103242499","75.69736229708978","75.69736229708978","75.69736229708978","28.38381161650997","28.38381161650997","28.38381161650997"
"493","90.71423310763961","90.71423310763961","90.71423310763961","76.65383402222595","76.65383402222595","76.65383402222595","28.388693890555405","28.388693890555405","28.388693890555405"
"494","91.11130617316645","91.11130617316645","91.11130617316645","78.12516840232556","78.12516840232556","78.12516840232556","28.366796112896164","28.366796112896164","28.366796112896164"
"495","88.66582768539052","88.66582768539052","88.66582768539052","78.89914440197977","78.89914440197977","78.89914440197977","25.99835564504407","25.99835564504407","25.99835564504407"
"496","88.67989579768678","88.67989579768678","88.67989579768678","79.67244797522045","79.67244797522045","79.67244797522045","23.631907441133727","23.631907441133727","23.631907441133727"
"497","88.66072548349771","88.66072548349771","88.66072548349771","79.66342163672489","79.66342163672489","79.66342163672489","26.022940372400896","26.022940372400896","26.022940372400896"
"498","88.64813429899381","88.64813429899381","88.64813429899381","79.78278953706428","79.78278953706428","79.78278953706428","23.672541153987012","23.672541153987012","23.672541153987012"
"499","88.6629872896388","88.6629872896388","88.6629872896388","79.73975947368439","79.73975947368439","79.73975947368439","26.04740912703418","26.04740912703418","26.04740912703418"
"500","88.65992942926395","88.65992942926395","88.65992942926395","79.72842586288954","79.72842586288954","79.72842586288954","23.820062669401885","23.820062669401885","23.820062669401885"
"501","88.42074625652134","88.42074625652134","88.42074625652134","79.67467551390206","79.67467551390206","79.67467551390206","26.06753004919878","26.06753004919878","26.06753004919878"
"502","88.39934233863582","88.39934233863582","88.39934233863582","77.63932444138574","77.63932444138574","77.63932444138574","28.260425030948518","28.260425030948518","28.260425030948518"
"504","88.36882088317671","88.36882088317671","88.36882088317671","77.59178238226069","77.59178238226069","77.59178238226069","28.25414549003304","28.25414549003304","28.25414549003304"
"505","88.37158411568431","88.37158411568431","88.37158411568431","77.50205083082537","77.50205083082537","77.50205083082537","30.63096265831225","30.63096265831225","30.63096265831225"
"506","90.71819331143783","90.71819331143783","90.71819331143783","77.53491767885134","77.53491767885134","77.53491767885134","32.95288430406643","32.95288430406643","32.95288430406643"
"507","90.68806289727245","90.68806289727245","90.68806289727245","76.09289939715602","76.09289939715602","76.09289939715602","32.89693636041502","32.89693636041502","32.89693636041502"
"508","90.56269864376709","90.56269864376709","90.56269864376709","76.08006481837491","76.08006481837491","76.08006481837491","32.986429124061736","32.986429124061736","32.986429124061736"
"509","90.55649296279576","90.55649296279576","90.55649296279576","75.47723603971822","75.47723603971822","75.47723603971822","35.390326026466724","35.390326026466724","35.390326026466724"
"510","90.47289114733906","90.47289114733906","90.47289114733906","74.18040190118818","74.18040190118818","74.18040190118818","37.53927711518171","37.53927711518171","37.53927711518171"
"511","90.5198429913414","90.5198429913414","90.5198429913414","73.15683735283258","73.15683735283258","73.15683735283258","39.896043499237926","39.896043499237926","39.896043499237926"
"512","90.5162127450975","90.5162127450975","90.5162127450975","73.15085440844298","73.15085440844298","73.15085440844298","42.2602135235169","42.2602135235169","42.2602135235169"
"513","90.52631472702485","90.52631472702485","90.52631472702485","73.10971844862308","73.10971844862308","73.10971844862308","42.29033130448156","42.29033130448156","42.29033130448156"
"514","90.45911569228525","90.45911569228525","90.45911569228525","74.92169246351416","74.92169246351416","74.92169246351416","42.276713853960764","42.276713853960764","42.276713853960764"
"515","90.4475451882856","90.4475451882856","90.4475451882856","74.34156303425578","74.34156303425578","74.34156303425578","42.29813801032389","42.29813801032389","42.29813801032389"
"516","90.40101904690144","90.40101904690144","90.40101904690144","73.31969254864087","73.31969254864087","73.31969254864087","42.291462336774075","42.291462336774075","42.291462336774075"
"517","90.59086095794919","90.59086095794919","90.59086095794919","73.34656815676895","73.34656815676895","73.34656815676895","42.28970884341245","42.28970884341245","42.28970884341245"
"518","90.36881493741917","90.36881493741917","90.36881493741917","73.40949434304379","73.40949434304379","73.40949434304379","42.26982746495889","42.26982746495889","42.26982746495889"
"519","90.51063227996829","90.51063227996829","90.51063227996829","73.45784188290071","73.45784188290071","73.45784188290071","42.25939894970878","42.25939894970878","42.25939894970878"
"520","90.34673509285233","90.34673509285233","90.34673509285233","74.21621822477033","74.21621822477033","74.21621822477033","42.28469481784999","42.28469481784999","42.28469481784999"
"521","90.66323411361631","90.66323411361631","90.66323411361631","74.28959450609392","74.28959450609392","74.28959450609392","44.65478608351009","44.65478608351009","44.65478608351009"
"522","88.23355678909039","88.23355678909039","88.23355678909039","73.3271385993277","73.3271385993277","73.3271385993277","44.633116091903794","44.633116091903794","44.633116091903794"
"523","88.22186945622596","88.22186945622596","88.22186945622596","72.51864341066752","72.51864341066752","72.51864341066752","44.63266536889998","44.63266536889998","44.63266536889998"
"524","88.2043962732575","88.2043962732575","88.2043962732575","72.54507847759058","72.54507847759058","72.54507847759058","44.66903118023461","44.66903118023461","44.66903118023461"
"525","90.56596136386752","90.56596136386752","90.56596136386752","72.6966906524488","72.6966906524488","72.6966906524488","44.70235749960884","44.70235749960884","44.70235749960884"
"526","90.56990212100106","90.56990212100106","90.56990212100106","71.88060551356702","71.88060551356702","71.88060551356702","44.683847181204335","44.683847181204335","44.683847181204335"
"527","90.579881127519","90.579881127519","90.579881127519","72.12391594473416","72.12391594473416","72.12391594473416","47.06273348650069","47.06273348650069","47.06273348650069"
"528","90.57602229528005","90.57602229528005","90.57602229528005","73.05790926266891","73.05790926266891","73.05790926266891","47.05784066833176","47.05784066833176","47.05784066833176"
"529","92.94980541318132","92.94980541318132","92.94980541318132","73.01591431083257","73.01591431083257","73.01591431083257","45.05297517459905","45.05297517459905","45.05297517459905"
"530","92.95576983807392","92.95576983807392","92.95576983807392","73.05288697868643","73.05288697868643","73.05288697868643","45.04929104457813","45.04929104457813","45.04929104457813"
"531","90.5730858144729","90.5730858144729","90.5730858144729","71.27853827577664","71.27853827577664","71.27853827577664","45.04919935303431","45.04919935303431","45.04919935303431"
"532","90.56442504789668","90.56442504789668","90.56442504789668","70.93934646752443","70.93934646752443","70.93934646752443","44.989735243092866","44.989735243092866","44.989735243092866"
"533","90.54442501169726","90.54442501169726","90.54442501169726","70.29123449040058","70.29123449040058","70.29123449040058","45.02376344538388","45.02376344538388","45.02376344538388"
"534","90.5209004908883","90.5209004908883","90.5209004908883","71.64795416189482","71.64795416189482","71.64795416189482","42.66245375011889","42.66245375011889","42.66245375011889"
"535","90.65501122803852","90.65501122803852","90.65501122803852","72.17948968030865","72.17948968030865","72.17948968030865","44.999568327987774","44.999568327987774","44.999568327987774"
"536","90.66267076819298","90.66267076819298","90.66267076819298","72.62718634579676","72.62718634579676","72.62718634579676","45.02227817577146","45.02227817577146","45.02227817577146"
"537","90.68105938944159","90.68105938944159","90.68105938944159","72.58274328094514","72.58274328094514","72.58274328094514","45.137956274920185","45.137956274920185","45.137956274920185"
"538","90.74960697314742","90.74960697314742","90.74960697314742","72.32431263210741","72.32431263210741","72.32431263210741","45.13211916659679","45.13211916659679","45.13211916659679"
"539","90.9128401545545","90.9128401545545","90.9128401545545","73.31214872350498","73.31214872350498","73.31214872350498","45.1469358950614","45.1469358950614","45.1469358950614"
"540","92.96917671720695","92.96917671720695","92.96917671720695","73.29101292226413","73.29101292226413","73.29101292226413","42.994946806073564","42.994946806073564","42.994946806073564"
"541","92.94555211948678","92.94555211948678","92.94555211948678","72.4115557641906","72.4115557641906","72.4115557641906","42.9682059547828","42.9682059547828","42.9682059547828"
"542","92.89574367947864","92.89574367947864","92.89574367947864","72.54308382979859","72.54308382979859","72.54308382979859","42.96550302166822","42.96550302166822","42.96550302166822"
"543","92.98243762192111","92.98243762192111","92.98243762192111","74.3604373244404","74.3604373244404","74.3604373244404","40.59893414512542","40.59893414512542","40.59893414512542"
"544","92.9091010015672","92.9091010015672","92.9091010015672","74.43078595814185","74.43078595814185","74.43078595814185","40.57108113422824","40.57108113422824","40.57108113422824"
"545","92.89806289966498","92.89806289966498","92.89806289966498","73.08926183027715","73.08926183027715","73.08926183027715","40.54043650200001","40.54043650200001","40.54043650200001"
"546","92.8440424470452","92.8440424470452","92.8440424470452","72.90207955411461","72.90207955411461","72.90207955411461","40.56686611641365","40.56686611641365","40.56686611641365"
"547","92.83096504261397","92.83096504261397","92.83096504261397","73.52147763201722","73.52147763201722","73.52147763201722","38.31742176691102","38.31742176691102","38.31742176691102"
"548","92.82830473131716","92.82830473131716","92.82830473131716","72.64545496954102","72.64545496954102","72.64545496954102","38.30373528506918","38.30373528506918","38.30373528506918"
"549","89.83945171055505","89.83945171055505","89.83945171055505","74.7163539897408","74.7163539897408","74.7163539897408","38.23628044493447","38.23628044493447","38.23628044493447"
"550","89.79944949784758","89.79944949784758","89.79944949784758","74.35856979990109","74.35856979990109","74.35856979990109","38.24369493942152","38.24369493942152","38.24369493942152"
"551","89.95170624850479","89.95170624850479","89.95170624850479","72.91279864446581","72.91279864446581","72.91279864446581","35.75041227364163","35.75041227364163","35.75041227364163"
"552","89.88432998499086","89.88432998499086","89.88432998499086","73.50808376874294","73.50808376874294","73.50808376874294","35.74244325596452","35.74244325596452","35.74244325596452"
"553","87.75862454853825","87.75862454853825","87.75862454853825","73.52789358519351","73.52789358519351","73.52789358519351","38.14893389691939","38.14893389691939","38.14893389691939"
"554","87.65234065509861","87.65234065509861","87.65234065509861","74.18524684713762","74.18524684713762","74.18524684713762","40.362425962833434","40.362425962833434","40.362425962833434"
"555","87.1715135219295","87.1715135219295","87.1715135219295","75.17919185235822","75.17919185235822","75.17919185235822","40.33640657666008","40.33640657666008","40.33640657666008"
"556","87.16144500971201","87.16144500971201","87.16144500971201","76.03753060211926","76.03753060211926","76.03753060211926","40.3215364387806","40.3215364387806","40.3215364387806"
"557","87.1407275272594","87.1407275272594","87.1407275272594","75.9771359427392","75.9771359427392","75.9771359427392","38.152067233101725","38.152067233101725","38.152067233101725"
"558","87.13788599745125","87.13788599745125","87.13788599745125","75.99173683895987","75.99173683895987","75.99173683895987","38.09731531000891","38.09731531000891","38.09731531000891"
"559","87.37290716721307","87.37290716721307","87.37290716721307","75.08739598667825","75.08739598667825","75.08739598667825","38.147594960345096","38.147594960345096","38.147594960345096"
"560","87.43202423061788","87.43202423061788","87.43202423061788","75.03902635179524","75.03902635179524","75.03902635179524","40.509867343615","40.509867343615","40.509867343615"
"561","87.23313777796295","87.23313777796295","87.23313777796295","75.04347736606503","75.04347736606503","75.04347736606503","40.517940042814885","40.517940042814885","40.517940042814885"
"562","87.24810990484086","87.24810990484086","87.24810990484086","74.01995293813478","74.01995293813478","74.01995293813478","40.504798697449615","40.504798697449615","40.504798697449615"
"563","87.35698861791847","87.35698861791847","87.35698861791847","74.10986316991247","74.10986316991247","74.10986316991247","40.508383115924964","40.508383115924964","40.508383115924964"
"564","87.35831626299469","87.35831626299469","87.35831626299469","72.82651904443202","72.82651904443202","72.82651904443202","40.500308623735734","40.500308623735734","40.500308623735734"
"565","87.43470150018148","87.43470150018148","87.43470150018148","72.8512802742364","72.8512802742364","72.8512802742364","42.84735140869504","42.84735140869504","42.84735140869504"
"566","87.439553930448","87.439553930448","87.439553930448","72.84814651513302","72.84814651513302","72.84814651513302","42.79804873284739","42.79804873284739","42.79804873284739"
"567","87.49467277225638","87.49467277225638","87.49467277225638","72.83861775103574","72.83861775103574","72.83861775103574","42.80865506405799","42.80865506405799","42.80865506405799"
"568","87.48926616706292","87.48926616706292","87.48926616706292","71.85224115108524","71.85224115108524","71.85224115108524","42.85124734392802","42.85124734392802","42.85124734392802"
"569","87.58409162863434","87.58409162863434","87.58409162863434","70.57240191440104","70.57240191440104","70.57240191440104","42.858056837250935","42.858056837250935","42.858056837250935"
"570","87.58147291079307","87.58147291079307","87.58147291079307","70.64809433643835","70.64809433643835","70.64809433643835","44.98811908195982","44.98811908195982","44.98811908195982"
"571","87.6562658287499","87.6562658287499","87.6562658287499","69.93028334000438","69.93028334000438","69.93028334000438","44.90752325569735","44.90752325569735","44.90752325569735"
"572","87.75699548761312","87.75699548761312","87.75699548761312","69.06590902449123","69.06590902449123","69.06590902449123","44.89888241593265","44.89888241593265","44.89888241593265"
"573","87.73918036380952","87.73918036380952","87.73918036380952","68.11846794984623","68.11846794984623","68.11846794984623","44.90359604980918","44.90359604980918","44.90359604980918"
"574","87.74789473486955","87.74789473486955","87.74789473486955","66.99360977485635","66.99360977485635","66.99360977485635","47.26450539206757","47.26450539206757","47.26450539206757"
"575","87.7121596414563","87.7121596414563","87.7121596414563","66.12617996481632","66.12617996481632","66.12617996481632","47.260199068699485","47.260199068699485","47.260199068699485"
"576","87.70052839085074","87.70052839085074","87.70052839085074","66.15881105178654","66.15881105178654","66.15881105178654","49.6201821355014","49.6201821355014","49.6201821355014"
"577","87.64767471609183","87.64767471609183","87.64767471609183","66.19570196228472","66.19570196228472","66.19570196228472","51.80858167931774","51.80858167931774","51.80858167931774"
"578","87.65633261432224","87.65633261432224","87.65633261432224","66.24781611873905","66.24781611873905","66.24781611873905","54.00834605950877","54.00834605950877","54.00834605950877"
"579","87.60146797849004","87.60146797849004","87.60146797849004","66.22087637619462","66.22087637619462","66.22087637619462","54.01333360162849","54.01333360162849","54.01333360162849"
"580","87.63368721248598","87.63368721248598","87.63368721248598","66.07273599399949","66.07273599399949","66.07273599399949","54.01618206635178","54.01618206635178","54.01618206635178"
"581","87.68743684354754","87.68743684354754","87.68743684354754","66.09684852638429","66.09684852638429","66.09684852638429","54.03869906302655","54.03869906302655","54.03869906302655"
"582","87.68885387009203","87.68885387009203","87.68885387009203","66.19963739656069","66.19963739656069","66.19963739656069","54.04807813018205","54.04807813018205","54.04807813018205"
"583","87.6930419994328","87.6930419994328","87.6930419994328","66.92196963187762","66.92196963187762","66.92196963187762","54.063427785898476","54.063427785898476","54.063427785898476"
"584","87.6855460799534","87.6855460799534","87.6855460799534","66.85563003825399","66.85563003825399","66.85563003825399","51.70784962058538","51.70784962058538","51.70784962058538"
"585","87.62682959572709","87.62682959572709","87.62682959572709","65.90723614121055","65.90723614121055","65.90723614121055","53.675844958718116","53.675844958718116","53.675844958718116"
"586","87.6380023236955","87.6380023236955","87.6380023236955","65.02642162201565","65.02642162201565","65.02642162201565","56.035423839062034","56.035423839062034","56.035423839062034"
"587","87.60054066782932","87.60054066782932","87.60054066782932","65.95275208939805","65.95275208939805","65.95275208939805","56.026718124268164","56.026718124268164","56.026718124268164"
"588","87.65058235855889","87.65058235855889","87.65058235855889","65.88533269938088","65.88533269938088","65.88533269938088","56.01153563534178","56.01153563534178","56.01153563534178"
"589","87.61268574879699","87.61268574879699","87.61268574879699","66.28658916682693","66.28658916682693","66.28658916682693","56.020341733998414","56.020341733998414","56.020341733998414"
"590","87.60844431939867","87.60844431939867","87.60844431939867","66.31406329182403","66.31406329182403","66.31406329182403","56.053232527300786","56.053232527300786","56.053232527300786"
"591","87.68441878893665","87.68441878893665","87.68441878893665","65.08502724415303","65.08502724415303","65.08502724415303","56.04657445371295","56.04657445371295","56.04657445371295"
"592","87.66185964756312","87.66185964756312","87.66185964756312","64.2080222620332","64.2080222620332","64.2080222620332","58.40547354488213","58.40547354488213","58.40547354488213"
"593","87.76043855941893","87.76043855941893","87.76043855941893","63.32595766680499","63.32595766680499","63.32595766680499","58.40166492391877","58.40166492391877","58.40166492391877"
"594","87.76642051412301","87.76642051412301","87.76642051412301","63.378945642019396","63.378945642019396","63.378945642019396","58.375914193067665","58.375914193067665","58.375914193067665"
"595","87.45125027877424","87.45125027877424","87.45125027877424","62.5660105945222","62.5660105945222","62.5660105945222","58.36548520330296","58.36548520330296","58.36548520330296"
"596","89.82243375346798","89.82243375346798","89.82243375346798","62.57810910675657","62.57810910675657","62.57810910675657","58.367995485298","58.367995485298","58.367995485298"
"597","89.86793816651726","89.86793816651726","89.86793816651726","62.604233770128324","62.604233770128324","62.604233770128324","60.785385951992936","60.785385951992936","60.785385951992936"
"598","89.835537424139","89.835537424139","89.835537424139","62.60093007200655","62.60093007200655","62.60093007200655","60.78153828110085","60.78153828110085","60.78153828110085"
"599","89.95939588204766","89.95939588204766","89.95939588204766","61.30896335509683","61.30896335509683","61.30896335509683","60.801306443618394","60.801306443618394","60.801306443618394"
"600","89.91021705250172","89.91021705250172","89.91021705250172","61.30853390141932","61.30853390141932","61.30853390141932","60.78807222408673","60.78807222408673","60.78807222408673"
"601","89.892053292537","89.892053292537","89.892053292537","61.266501177296995","61.266501177296995","61.266501177296995","63.035825391129976","63.035825391129976","63.035825391129976"
"602","89.85188556048098","89.85188556048098","89.85188556048098","61.300955855448905","61.300955855448905","61.300955855448905","60.66650243858835","60.66650243858835","60.66650243858835"
"603","89.84435846091336","89.84435846091336","89.84435846091336","63.247941853308056","63.247941853308056","63.247941853308056","60.6390719180721","60.6390719180721","60.6390719180721"
"605","89.78554100864912","89.78554100864912","89.78554100864912","63.25295421627195","63.25295421627195","63.25295421627195","60.64602483895234","60.64602483895234","60.64602483895234"
"606","92.34235587006513","92.34235587006513","92.34235587006513","63.25972472795108","63.25972472795108","63.25972472795108","57.80230294311362","57.80230294311362","57.80230294311362"
"607","92.34220944448505","92.34220944448505","92.34220944448505","63.159036923130095","63.159036923130095","63.159036923130095","57.82447860910547","57.82447860910547","57.82447860910547"
"608","92.37720944448479","92.37720944448479","92.37720944448479","64.62675255206534","64.62675255206534","64.62675255206534","57.87706869633634","57.87706869633634","57.87706869633634"
"609","92.3897189327366","92.3897189327366","92.3897189327366","64.56757068617719","64.56757068617719","64.56757068617719","57.76157517947705","57.76157517947705","57.76157517947705"
"610","92.51482148277827","92.51482148277827","92.51482148277827","65.1337983745136","65.1337983745136","65.1337983745136","55.402090514790295","55.402090514790295","55.402090514790295"
"611","92.54578633271045","92.54578633271045","92.54578633271045","66.55812219005321","66.55812219005321","66.55812219005321","53.03096485428166","53.03096485428166","53.03096485428166"
