"Step","8agents_0highspeed - Training_Episode_Length_Mean","8agents_0highspeed - Training_Episode_Length_Mean__MIN","8agents_0highspeed - Training_Episode_Length_Mean__MAX","8agents_0incentive - Training_Episode_Length_Mean","8agents_0incentive - Training_Episode_Length_Mean__MIN","8agents_0incentive - Training_Episode_Length_Mean__MAX","8agents - Training_Episode_Length_Mean","8agents - Training_Episode_Length_Mean__MIN","8agents - Training_Episode_Length_Mean__MAX"
"64","20.49230769230769","20.49230769230769","20.49230769230769","18.29230769230769","18.29230769230769","18.29230769230769","45.83076923076923","45.83076923076923","45.83076923076923"
"65","20.28787878787879","20.28787878787879","20.28787878787879","18.166666666666668","18.166666666666668","18.166666666666668","46.10606060606061","46.10606060606061","46.10606060606061"
"66","20.119402985074625","20.119402985074625","20.119402985074625","18.313432835820894","18.313432835820894","18.313432835820894","45.656716417910445","45.656716417910445","45.656716417910445"
"67","20.235294117647058","20.235294117647058","20.235294117647058","18.279411764705884","18.279411764705884","18.279411764705884","45.48529411764706","45.48529411764706","45.48529411764706"
"68","20.217391304347824","20.217391304347824","20.217391304347824","18.217391304347824","18.217391304347824","18.217391304347824","45.11594202898551","45.11594202898551","45.11594202898551"
"69","20.042857142857144","20.042857142857144","20.042857142857144","18.185714285714287","18.185714285714287","18.185714285714287","45.9","45.9","45.9"
"70","20.028169014084508","20.028169014084508","20.028169014084508","18.253521126760564","18.253521126760564","18.253521126760564","46.66197183098591","46.66197183098591","46.66197183098591"
"71","19.944444444444443","19.944444444444443","19.944444444444443","18.166666666666668","18.166666666666668","18.166666666666668","46.40277777777778","46.40277777777778","46.40277777777778"
"72","19.945205479452056","19.945205479452056","19.945205479452056","18.10958904109589","18.10958904109589","18.10958904109589","47.136986301369866","47.136986301369866","47.136986301369866"
"73","19.89189189189189","19.89189189189189","19.89189189189189","18.10810810810811","18.10810810810811","18.10810810810811","46.986486486486484","46.986486486486484","46.986486486486484"
"74","20.013333333333332","20.013333333333332","20.013333333333332","18.186666666666667","18.186666666666667","18.186666666666667","46.72","46.72","46.72"
"75","19.88157894736842","19.88157894736842","19.88157894736842","18.513157894736842","18.513157894736842","18.513157894736842","46.48684210526316","46.48684210526316","46.48684210526316"
"76","19.792207792207794","19.792207792207794","19.792207792207794","18.5974025974026","18.5974025974026","18.5974025974026","46.66233766233766","46.66233766233766","46.66233766233766"
"77","19.794871794871796","19.794871794871796","19.794871794871796","18.82051282051282","18.82051282051282","18.82051282051282","46.52564102564103","46.52564102564103","46.52564102564103"
"78","19.974683544303797","19.974683544303797","19.974683544303797","18.72151898734177","18.72151898734177","18.72151898734177","46.51898734177215","46.51898734177215","46.51898734177215"
"79","19.825","19.825","19.825","18.6625","18.6625","18.6625","47.1875","47.1875","47.1875"
"80","19.91358024691358","19.91358024691358","19.91358024691358","18.85185185185185","18.85185185185185","18.85185185185185","47.839506172839506","47.839506172839506","47.839506172839506"
"81","20.121951219512194","20.121951219512194","20.121951219512194","18.78048780487805","18.78048780487805","18.78048780487805","48.47560975609756","48.47560975609756","48.47560975609756"
"82","20.156626506024097","20.156626506024097","20.156626506024097","18.734939759036145","18.734939759036145","18.734939759036145","48.74698795180723","48.74698795180723","48.74698795180723"
"83","20.392857142857142","20.392857142857142","20.392857142857142","19.023809523809526","19.023809523809526","19.023809523809526","49.357142857142854","49.357142857142854","49.357142857142854"
"84","20.388235294117646","20.388235294117646","20.388235294117646","18.941176470588236","18.941176470588236","18.941176470588236","49.95294117647059","49.95294117647059","49.95294117647059"
"85","20.267441860465116","20.267441860465116","20.267441860465116","18.837209302325583","18.837209302325583","18.837209302325583","50.27906976744186","50.27906976744186","50.27906976744186"
"86","20.149425287356323","20.149425287356323","20.149425287356323","18.919540229885058","18.919540229885058","18.919540229885058","50.42528735632184","50.42528735632184","50.42528735632184"
"87","20.022727272727273","20.022727272727273","20.022727272727273","18.863636363636363","18.863636363636363","18.863636363636363","50.59090909090909","50.59090909090909","50.59090909090909"
"88","19.9438202247191","19.9438202247191","19.9438202247191","18.775280898876403","18.775280898876403","18.775280898876403","50.62921348314607","50.62921348314607","50.62921348314607"
"89","20.07777777777778","20.07777777777778","20.07777777777778","18.7","18.7","18.7","51.17777777777778","51.17777777777778","51.17777777777778"
"90","20.01098901098901","20.01098901098901","20.01098901098901","19.032967032967033","19.032967032967033","19.032967032967033","51.714285714285715","51.714285714285715","51.714285714285715"
"91","20.07608695652174","20.07608695652174","20.07608695652174","19.27173913043478","19.27173913043478","19.27173913043478","51.73913043478261","51.73913043478261","51.73913043478261"
"92","19.978494623655912","19.978494623655912","19.978494623655912","19.365591397849464","19.365591397849464","19.365591397849464","51.87096774193548","51.87096774193548","51.87096774193548"
"93","20.148936170212767","20.148936170212767","20.148936170212767","19.48936170212766","19.48936170212766","19.48936170212766","51.5","51.5","51.5"
"94","20.13684210526316","20.13684210526316","20.13684210526316","19.557894736842105","19.557894736842105","19.557894736842105","52.01052631578948","52.01052631578948","52.01052631578948"
"95","20.104166666666668","20.104166666666668","20.104166666666668","19.458333333333332","19.458333333333332","19.458333333333332","51.8125","51.8125","51.8125"
"96","20.061855670103093","20.061855670103093","20.061855670103093","19.577319587628867","19.577319587628867","19.577319587628867","52.30927835051546","52.30927835051546","52.30927835051546"
"97","20.20408163265306","20.20408163265306","20.20408163265306","20.397959183673468","20.397959183673468","20.397959183673468","52.795918367346935","52.795918367346935","52.795918367346935"
"98","20.1010101010101","20.1010101010101","20.1010101010101","21.2020202020202","21.2020202020202","21.2020202020202","52.77777777777778","52.77777777777778","52.77777777777778"
"100","20.12","20.12","20.12","21.07","21.07","21.07","52.53","52.53","52.53"
"101","20.13","20.13","20.13","21.07","21.07","21.07","53.11","53.11","53.11"
"102","19.65","19.65","19.65","20.69","20.69","20.69","53.64","53.64","53.64"
"103","19.67","19.67","19.67","21.06","21.06","21.06","54.14","54.14","54.14"
"104","19.79","19.79","19.79","20.98","20.98","20.98","54.98","54.98","54.98"
"105","20.01","20.01","20.01","21.03","21.03","21.03","55.76","55.76","55.76"
"106","20.32","20.32","20.32","21.16","21.16","21.16","56.3","56.3","56.3"
"107","20.36","20.36","20.36","21.19","21.19","21.19","57.16","57.16","57.16"
"108","20.36","20.36","20.36","21.19","21.19","21.19","57.79","57.79","57.79"
"109","20.44","20.44","20.44","21.54","21.54","21.54","58.32","58.32","58.32"
"110","20.46","20.46","20.46","21.18","21.18","21.18","59.25","59.25","59.25"
"111","20.48","20.48","20.48","21.06","21.06","21.06","59.86","59.86","59.86"
"112","20.49","20.49","20.49","21.09","21.09","21.09","60.46","60.46","60.46"
"113","20.68","20.68","20.68","21.19","21.19","21.19","60.84","60.84","60.84"
"114","20.56","20.56","20.56","21.09","21.09","21.09","61.66","61.66","61.66"
"115","20.6","20.6","20.6","21.37","21.37","21.37","62.16","62.16","62.16"
"116","20.58","20.58","20.58","21.67","21.67","21.67","63.02","63.02","63.02"
"117","20.55","20.55","20.55","21.82","21.82","21.82","63.86","63.86","63.86"
"118","20.33","20.33","20.33","21.63","21.63","21.63","64.26","64.26","64.26"
"119","20.15","20.15","20.15","21.82","21.82","21.82","63.91","63.91","63.91"
"120","20.27","20.27","20.27","22.31","22.31","22.31","63.91","63.91","63.91"
"121","20.21","20.21","20.21","22.03","22.03","22.03","64.77","64.77","64.77"
"122","20.26","20.26","20.26","22.25","22.25","22.25","65.62","65.62","65.62"
"123","20.06","20.06","20.06","22.25","22.25","22.25","66.32","66.32","66.32"
"124","19.9","19.9","19.9","22.54","22.54","22.54","66.93","66.93","66.93"
"125","19.91","19.91","19.91","22.55","22.55","22.55","67.65","67.65","67.65"
"126","19.89","19.89","19.89","22.59","22.59","22.59","68.22","68.22","68.22"
"127","19.91","19.91","19.91","22.69","22.69","22.69","69.14","69.14","69.14"
"128","19.85","19.85","19.85","22.59","22.59","22.59","69.13","69.13","69.13"
"129","20.03","20.03","20.03","22.65","22.65","22.65","69.7","69.7","69.7"
"130","20.57","20.57","20.57","22.85","22.85","22.85","69.93","69.93","69.93"
"131","20.91","20.91","20.91","23.22","23.22","23.22","70.39","70.39","70.39"
"132","20.82","20.82","20.82","23.61","23.61","23.61","70.39","70.39","70.39"
"133","20.9","20.9","20.9","23.71","23.71","23.71","71.25","71.25","71.25"
"134","21.09","21.09","21.09","23.75","23.75","23.75","71.25","71.25","71.25"
"135","21.06","21.06","21.06","23.74","23.74","23.74","71.25","71.25","71.25"
"136","21.22","21.22","21.22","23.93","23.93","23.93","71.43","71.43","71.43"
"137","20.97","20.97","20.97","23.98","23.98","23.98","71.79","71.79","71.79"
"138","21.05","21.05","21.05","24.17","24.17","24.17","71.76","71.76","71.76"
"139","21.25","21.25","21.25","24.44","24.44","24.44","72.24","72.24","72.24"
"140","21.31","21.31","21.31","24.7","24.7","24.7","72.24","72.24","72.24"
"141","21.02","21.02","21.02","24.82","24.82","24.82","72.24","72.24","72.24"
"142","20.93","20.93","20.93","24.74","24.74","24.74","72.7","72.7","72.7"
"143","20.99","20.99","20.99","24.82","24.82","24.82","73.48","73.48","73.48"
"144","20.95","20.95","20.95","25.04","25.04","25.04","74.31","74.31","74.31"
"145","21","21","21","25.27","25.27","25.27","75.17","75.17","75.17"
"146","20.78","20.78","20.78","25.12","25.12","25.12","75.76","75.76","75.76"
"147","21.01","21.01","21.01","25.37","25.37","25.37","76.32","76.32","76.32"
"148","21.71","21.71","21.71","25.69","25.69","25.69","77.18","77.18","77.18"
"149","21.86","21.86","21.86","25.74","25.74","25.74","77.18","77.18","77.18"
"150","21.97","21.97","21.97","26.17","26.17","26.17","77.76","77.76","77.76"
"151","22.1","22.1","22.1","26.31","26.31","26.31","78.41","78.41","78.41"
"152","23.01","23.01","23.01","26.32","26.32","26.32","78.98","78.98","78.98"
"153","23.05","23.05","23.05","26.59","26.59","26.59","79.49","79.49","79.49"
"154","23.25","23.25","23.25","26.56","26.56","26.56","80.21","80.21","80.21"
"155","23.5","23.5","23.5","26.55","26.55","26.55","80.21","80.21","80.21"
"156","23.51","23.51","23.51","27.34","27.34","27.34","80.5","80.5","80.5"
"157","23.59","23.59","23.59","27.54","27.54","27.54","80.19","80.19","80.19"
"158","23.79","23.79","23.79","27.48","27.48","27.48","80.46","80.46","80.46"
"159","23.32","23.32","23.32","27.7","27.7","27.7","80.46","80.46","80.46"
"160","23.8","23.8","23.8","27.31","27.31","27.31","80.68","80.68","80.68"
"161","23.97","23.97","23.97","27.52","27.52","27.52","81.05","81.05","81.05"
"162","24.14","24.14","24.14","27.66","27.66","27.66","81.05","81.05","81.05"
"163","24.11","24.11","24.11","27.84","27.84","27.84","81.66","81.66","81.66"
"164","24.12","24.12","24.12","27.76","27.76","27.76","81.67","81.67","81.67"
"165","23.89","23.89","23.89","28.03","28.03","28.03","82.24","82.24","82.24"
"166","24.11","24.11","24.11","28.27","28.27","28.27","82.14","82.14","82.14"
"167","24.33","24.33","24.33","28.1","28.1","28.1","82.98","82.98","82.98"
"168","24.34","24.34","24.34","28.04","28.04","28.04","83.64","83.64","83.64"
"169","24.27","24.27","24.27","28.23","28.23","28.23","84.44","84.44","84.44"
"170","24.49","24.49","24.49","28.41","28.41","28.41","84.44","84.44","84.44"
"171","24.4","24.4","24.4","28.37","28.37","28.37","84.12","84.12","84.12"
"172","24.55","24.55","24.55","28.63","28.63","28.63","84.84","84.84","84.84"
"173","24.57","24.57","24.57","28.63","28.63","28.63","84.84","84.84","84.84"
"174","24.54","24.54","24.54","28.57","28.57","28.57","85.48","85.48","85.48"
"175","24.58","24.58","24.58","28.41","28.41","28.41","86.21","86.21","86.21"
"176","24.58","24.58","24.58","28.36","28.36","28.36","86.92","86.92","86.92"
"177","24.65","24.65","24.65","28.24","28.24","28.24","87.32","87.32","87.32"
"178","24.54","24.54","24.54","28.11","28.11","28.11","87.96","87.96","87.96"
"179","24.29","24.29","24.29","28.22","28.22","28.22","88.5","88.5","88.5"
"180","24.48","24.48","24.48","28.38","28.38","28.38","88.5","88.5","88.5"
"181","25.21","25.21","25.21","28.14","28.14","28.14","88.23","88.23","88.23"
"182","25.84","25.84","25.84","28.3","28.3","28.3","88.23","88.23","88.23"
"183","25.81","25.81","25.81","28.31","28.31","28.31","88.52","88.52","88.52"
"184","25.7","25.7","25.7","28.31","28.31","28.31","88.52","88.52","88.52"
"185","25.6","25.6","25.6","28.63","28.63","28.63","88.52","88.52","88.52"
"186","25.62","25.62","25.62","28.64","28.64","28.64","88.74","88.74","88.74"
"187","25.63","25.63","25.63","28.67","28.67","28.67","88.8","88.8","88.8"
"188","25.94","25.94","25.94","28.78","28.78","28.78","89.15","89.15","89.15"
"189","25.92","25.92","25.92","29.02","29.02","29.02","89.61","89.61","89.61"
"190","25.71","25.71","25.71","29.19","29.19","29.19","89.61","89.61","89.61"
"191","26.57","26.57","26.57","29.14","29.14","29.14","89.61","89.61","89.61"
"192","26.43","26.43","26.43","28.9","28.9","28.9","90.07","90.07","90.07"
"193","26.42","26.42","26.42","29.29","29.29","29.29","90.43","90.43","90.43"
"194","26.39","26.39","26.39","29.21","29.21","29.21","91.26","91.26","91.26"
"195","26.3","26.3","26.3","29.05","29.05","29.05","91.26","91.26","91.26"
"196","26.44","26.44","26.44","29.3","29.3","29.3","91.93","91.93","91.93"
"197","26.6","26.6","26.6","29.4","29.4","29.4","91.93","91.93","91.93"
"198","26.37","26.37","26.37","28.51","28.51","28.51","91.93","91.93","91.93"
"199","26.78","26.78","26.78","27.85","27.85","27.85","92.42","92.42","92.42"
"201","26.91","26.91","26.91","27.86","27.86","27.86","93.14","93.14","93.14"
"202","26.95","26.95","26.95","27.93","27.93","27.93","93.14","93.14","93.14"
"203","27.17","27.17","27.17","28.14","28.14","28.14","93.14","93.14","93.14"
"204","27.24","27.24","27.24","27.96","27.96","27.96","93.14","93.14","93.14"
"205","27.11","27.11","27.11","27.69","27.69","27.69","93.14","93.14","93.14"
"206","26.87","26.87","26.87","27.63","27.63","27.63","93.04","93.04","93.04"
"207","26.67","26.67","26.67","27.79","27.79","27.79","93.32","93.32","93.32"
"208","26.68","26.68","26.68","27.89","27.89","27.89","93.32","93.32","93.32"
"209","26.67","26.67","26.67","27.9","27.9","27.9","93.58","93.58","93.58"
"210","26.81","26.81","26.81","27.83","27.83","27.83","93.84","93.84","93.84"
"211","26.97","26.97","26.97","28.08","28.08","28.08","93.84","93.84","93.84"
"212","26.93","26.93","26.93","28.16","28.16","28.16","93.84","93.84","93.84"
"213","27.15","27.15","27.15","28.3","28.3","28.3","94.14","94.14","94.14"
"214","27.16","27.16","27.16","28.53","28.53","28.53","94.14","94.14","94.14"
"215","27.15","27.15","27.15","28.51","28.51","28.51","94.14","94.14","94.14"
"216","27.35","27.35","27.35","28.24","28.24","28.24","94.46","94.46","94.46"
"217","28.27","28.27","28.27","27.93","27.93","27.93","94.46","94.46","94.46"
"218","29.17","29.17","29.17","27.79","27.79","27.79","94.11","94.11","94.11"
"219","29.27","29.27","29.27","27.98","27.98","27.98","94.6","94.6","94.6"
"220","29.27","29.27","29.27","27.96","27.96","27.96","94.95","94.95","94.95"
"221","29.18","29.18","29.18","27.64","27.64","27.64","94.95","94.95","94.95"
"222","29.26","29.26","29.26","27.68","27.68","27.68","94.95","94.95","94.95"
"223","30.06","30.06","30.06","27.52","27.52","27.52","94.77","94.77","94.77"
"224","30.95","30.95","30.95","27.51","27.51","27.51","94.77","94.77","94.77"
"225","30.79","30.79","30.79","27.3","27.3","27.3","94.77","94.77","94.77"
"226","31.07","31.07","31.07","27.29","27.29","27.29","94.77","94.77","94.77"
"227","30.97","30.97","30.97","27.34","27.34","27.34","95.11","95.11","95.11"
"228","31.17","31.17","31.17","27.46","27.46","27.46","94.76","94.76","94.76"
"229","31.39","31.39","31.39","27.54","27.54","27.54","94.77","94.77","94.77"
"230","31.36","31.36","31.36","27.5","27.5","27.5","94.47","94.47","94.47"
"231","30.69","30.69","30.69","27.41","27.41","27.41","94.76","94.76","94.76"
"232","30.95","30.95","30.95","27.16","27.16","27.16","94.76","94.76","94.76"
"233","31.73","31.73","31.73","26.75","26.75","26.75","94.76","94.76","94.76"
"234","31.58","31.58","31.58","26.73","26.73","26.73","94.76","94.76","94.76"
"235","31.52","31.52","31.52","27.6","27.6","27.6","94.76","94.76","94.76"
"236","31.69","31.69","31.69","28.19","28.19","28.19","94.76","94.76","94.76"
"237","32.45","32.45","32.45","28.23","28.23","28.23","94.62","94.62","94.62"
"238","32.35","32.35","32.35","28.26","28.26","28.26","94.62","94.62","94.62"
"239","32.81","32.81","32.81","28.21","28.21","28.21","94.31","94.31","94.31"
"240","32.81","32.81","32.81","28.18","28.18","28.18","93.96","93.96","93.96"
"241","32.92","32.92","32.92","27.87","27.87","27.87","93.96","93.96","93.96"
"242","33.13","33.13","33.13","27.65","27.65","27.65","93.96","93.96","93.96"
"243","33.42","33.42","33.42","27.7","27.7","27.7","94.32","94.32","94.32"
"244","33.34","33.34","33.34","27.68","27.68","27.68","94.32","94.32","94.32"
"245","33.96","33.96","33.96","27.57","27.57","27.57","93.96","93.96","93.96"
"246","34.81","34.81","34.81","27.4","27.4","27.4","93.6","93.6","93.6"
"247","34.97","34.97","34.97","27.6","27.6","27.6","93.25","93.25","93.25"
"248","34.95","34.95","34.95","27.34","27.34","27.34","93.25","93.25","93.25"
"249","34.46","34.46","34.46","27.27","27.27","27.27","93.25","93.25","93.25"
"250","34.44","34.44","34.44","27.31","27.31","27.31","93.25","93.25","93.25"
"251","34.52","34.52","34.52","26.89","26.89","26.89","93.25","93.25","93.25"
"252","35.2","35.2","35.2","26.58","26.58","26.58","93.25","93.25","93.25"
"253","34.42","34.42","34.42","26.81","26.81","26.81","93.44","93.44","93.44"
"254","34.96","34.96","34.96","26.51","26.51","26.51","93.44","93.44","93.44"
"255","34.94","34.94","34.94","26.89","26.89","26.89","93.44","93.44","93.44"
"256","34.73","34.73","34.73","27.24","27.24","27.24","93.44","93.44","93.44"
"257","34.75","34.75","34.75","26.6","26.6","26.6","93.8","93.8","93.8"
"258","34.54","34.54","34.54","26.32","26.32","26.32","94.11","94.11","94.11"
"259","34.54","34.54","34.54","26.53","26.53","26.53","94.43","94.43","94.43"
"260","34.54","34.54","34.54","26.47","26.47","26.47","94.43","94.43","94.43"
"261","33.87","33.87","33.87","26.76","26.76","26.76","94.6","94.6","94.6"
"262","33.63","33.63","33.63","26.48","26.48","26.48","94.6","94.6","94.6"
"263","34.25","34.25","34.25","26.5","26.5","26.5","94.46","94.46","94.46"
"264","35.05","35.05","35.05","26.52","26.52","26.52","94.31","94.31","94.31"
"265","35.6","35.6","35.6","26.55","26.55","26.55","94.54","94.54","94.54"
"266","35.83","35.83","35.83","26.25","26.25","26.25","94.54","94.54","94.54"
"267","35.78","35.78","35.78","26.02","26.02","26.02","94.64","94.64","94.64"
"268","35.55","35.55","35.55","26.31","26.31","26.31","94.64","94.64","94.64"
"269","35.39","35.39","35.39","26.31","26.31","26.31","94.64","94.64","94.64"
