"Step","8agents_0highspeed - Training_Reward_Mean","8agents_0highspeed - Training_Reward_Mean__MIN","8agents_0highspeed - Training_Reward_Mean__MAX","8agents_0incentive - Training_Reward_Mean","8agents_0incentive - Training_Reward_Mean__MIN","8agents_0incentive - Training_Reward_Mean__MAX","8agents - Training_Reward_Mean","8agents - Training_Reward_Mean__MIN","8agents - Training_Reward_Mean__MAX"
"8654","","","","","","","49.501868132273366","49.501868132273366","49.501868132273366"
"8655","","","","","","","47.12873324920418","47.12873324920418","47.12873324920418"
"8656","","","","","","","47.13529463552835","47.13529463552835","47.13529463552835"
"8657","","","","","","","44.779084389596264","44.779084389596264","44.779084389596264"
"8658","","","","","","","44.76747476219169","44.76747476219169","44.76747476219169"
"8659","","","","","","","44.76169121639356","44.76169121639356","44.76169121639356"
"8660","","","","","","","42.39171177301974","42.39171177301974","42.39171177301974"
"8661","","","","","","","42.393254602393405","42.393254602393405","42.393254602393405"
"8662","","","","","","","42.40998811003196","42.40998811003196","42.40998811003196"
"8663","","","","","","","42.27874693150821","42.27874693150821","42.27874693150821"
"8664","","","","","","","42.270125548094036","42.270125548094036","42.270125548094036"
"8665","","","","","","","42.26838645021882","42.26838645021882","42.26838645021882"
"8666","","","","","","","42.265284497612754","42.265284497612754","42.265284497612754"
"8667","","","","","","","42.26555640525999","42.26555640525999","42.26555640525999"
"8668","","","","","","","44.627792793701346","44.627792793701346","44.627792793701346"
"8669","","","","","","","44.63387099227523","44.63387099227523","44.63387099227523"
"8670","","","","","","","42.27523323268602","42.27523323268602","42.27523323268602"
"8671","","","","","","","42.31135332978511","42.31135332978511","42.31135332978511"
"8672","","","","","","","39.958113490216945","39.958113490216945","39.958113490216945"
"8673","","","","","","","39.95108202558541","39.95108202558541","39.95108202558541"
"8674","","","","","","","39.95382433043712","39.95382433043712","39.95382433043712"
"8675","","","","","","","39.956930827209575","39.956930827209575","39.956930827209575"
"8676","","","","","","","39.96481586320861","39.96481586320861","39.96481586320861"
"8677","","","","","","","39.967912770057964","39.967912770057964","39.967912770057964"
"8678","","","","","","","39.96630463719994","39.96630463719994","39.96630463719994"
"8679","","","","","","","37.621774315141714","37.621774315141714","37.621774315141714"
"8680","","","","","","","39.97108980704017","39.97108980704017","39.97108980704017"
"8681","","","","","","","39.97757988122231","39.97757988122231","39.97757988122231"
"8682","","","","","","","37.420935389251476","37.420935389251476","37.420935389251476"
"8683","","","","","","","37.42801903832533","37.42801903832533","37.42801903832533"
"8685","","","","","","","37.44159365691231","37.44159365691231","37.44159365691231"
"8686","","","","","","","37.39572348150558","37.39572348150558","37.39572348150558"
"8687","","","","","","","35.180637202707","35.180637202707","35.180637202707"
"8688","","","","","","","37.51619176221503","37.51619176221503","37.51619176221503"
"8689","","","","","","","35.18285769471922","35.18285769471922","35.18285769471922"
"8690","","","","","","","35.18234313682386","35.18234313682386","35.18234313682386"
"8691","","","","","","","32.842618408381234","32.842618408381234","32.842618408381234"
"8692","","","","","","","32.69704483070367","32.69704483070367","32.69704483070367"
"8693","","","","","","","32.696727792322505","32.696727792322505","32.696727792322505"
"8694","","","","","","","32.686160325794496","32.686160325794496","32.686160325794496"
"8695","","","","","","","30.545104814834957","30.545104814834957","30.545104814834957"
"8696","","","","","","","30.541265132326018","30.541265132326018","30.541265132326018"
"8697","","","","","","","28.332599454507275","28.332599454507275","28.332599454507275"
"8698","","","","","","","30.692549755494387","30.692549755494387","30.692549755494387"
"8699","","","","","","","30.69223407228887","30.69223407228887","30.69223407228887"
"8700","","","","","","","30.705134200026237","30.705134200026237","30.705134200026237"
"8701","","","","","","","30.699571922761805","30.699571922761805","30.699571922761805"
"8702","","","","","","","30.697527765594018","30.697527765594018","30.697527765594018"
"8703","","","","","","","30.693577980823537","30.693577980823537","30.693577980823537"
"8704","","","","","","","30.683662491539767","30.683662491539767","30.683662491539767"
"8705","","","","","","","30.69976740781414","30.69976740781414","30.69976740781414"
"8706","","","","","","","30.697194870219978","30.697194870219978","30.697194870219978"
"8707","","","","","","","33.05125555174904","33.05125555174904","33.05125555174904"
"8708","","","","","","","33.05695932703628","33.05695932703628","33.05695932703628"
"8709","","","","","","","35.414310998664185","35.414310998664185","35.414310998664185"
"8710","","","","","","","37.78214624940321","37.78214624940321","37.78214624940321"
"8711","","","","","","","37.78833928849011","37.78833928849011","37.78833928849011"
"8712","","","","","","","37.7925862551228","37.7925862551228","37.7925862551228"
"8713","","","","","","","37.79308458440185","37.79308458440185","37.79308458440185"
"8714","","","","","","","37.797752438505235","37.797752438505235","37.797752438505235"
"8715","","","","","","","35.440640869913686","35.440640869913686","35.440640869913686"
"8716","","","","","","","37.7964426685385","37.7964426685385","37.7964426685385"
"8717","","","","","","","37.79225501180855","37.79225501180855","37.79225501180855"
"8718","","","","","","","40.14863547152415","40.14863547152415","40.14863547152415"
"8719","","","","","","","40.15010168031091","40.15010168031091","40.15010168031091"
"8720","","","","","","","40.14681281240691","40.14681281240691","40.14681281240691"
"8721","","","","","","","40.0520007660672","40.0520007660672","40.0520007660672"
"8722","","","","","","","42.41254485070021","42.41254485070021","42.41254485070021"
"8723","","","","","","","42.30107150689273","42.30107150689273","42.30107150689273"
"8724","","","","","","","44.579643521901254","44.579643521901254","44.579643521901254"
"8725","","","","","","","44.57470618973242","44.57470618973242","44.57470618973242"
"8726","","","","","","","44.56293715435939","44.56293715435939","44.56293715435939"
"8727","","","","","","","44.55736261625866","44.55736261625866","44.55736261625866"
"8728","","","","","","","44.55249338214049","44.55249338214049","44.55249338214049"
"8729","","","","","","","44.543454456124856","44.543454456124856","44.543454456124856"
"8730","","","","","","","44.544243905926265","44.544243905926265","44.544243905926265"
"8731","","","","","","","44.547110467351885","44.547110467351885","44.547110467351885"
"8732","","","","","","","44.53759878818335","44.53759878818335","44.53759878818335"
"8733","","","","","","","44.5340394982159","44.5340394982159","44.5340394982159"
"8734","","","","","","","44.53082123800001","44.53082123800001","44.53082123800001"
"8735","","","","","","","44.490980308040136","44.490980308040136","44.490980308040136"
"8736","","","","","","","42.134041869878345","42.134041869878345","42.134041869878345"
"8737","","","","","","","44.47700864075299","44.47700864075299","44.47700864075299"
"8738","","","","","","","44.47123278197452","44.47123278197452","44.47123278197452"
"8739","","","","","","","42.11359510682977","42.11359510682977","42.11359510682977"
"8740","","","","","","","39.75477171820117","39.75477171820117","39.75477171820117"
"8741","","","","","","","39.75161529886717","39.75161529886717","39.75161529886717"
"8742","","","","","","","42.13187563337078","42.13187563337078","42.13187563337078"
"8743","","","","","","","39.77450486663691","39.77450486663691","39.77450486663691"
"8744","","","","","","","39.77370677285452","39.77370677285452","39.77370677285452"
"8745","","","","","","","39.77835942159558","39.77835942159558","39.77835942159558"
"8746","","","","","","","42.13961896684165","42.13961896684165","42.13961896684165"
"8747","","","","","","","44.499739072641304","44.499739072641304","44.499739072641304"
"8748","","","","","","","44.497775048265574","44.497775048265574","44.497775048265574"
"8749","","","","","","","44.50009960081482","44.50009960081482","44.50009960081482"
"8750","","","","","","","44.49892095673827","44.49892095673827","44.49892095673827"
"8751","","","","","","","44.50267490050973","44.50267490050973","44.50267490050973"
"8752","","","","","","","42.1386393074001","42.1386393074001","42.1386393074001"
"8753","","","","","","","42.14184387467876","42.14184387467876","42.14184387467876"
"8754","","","","","","","42.14259585143302","42.14259585143302","42.14259585143302"
"8755","","","","","","","42.145099237274074","42.145099237274074","42.145099237274074"
"8756","","","","","","","42.16593105729833","42.16593105729833","42.16593105729833"
"8757","","","","","","","39.7948682947275","39.7948682947275","39.7948682947275"
"8758","","","","","","","42.14834656470039","42.14834656470039","42.14834656470039"
"8759","","","","","","","42.14980713577373","42.14980713577373","42.14980713577373"
"8760","","","","","","","42.15202923815464","42.15202923815464","42.15202923815464"
"8761","","","","","","","44.52718512414825","44.52718512414825","44.52718512414825"
"8762","","","","","","","44.5244481443555","44.5244481443555","44.5244481443555"
"8763","","","","","","","44.50466780088388","44.50466780088388","44.50466780088388"
"8764","","","","","","","44.521620111608875","44.521620111608875","44.521620111608875"
"8765","","","","","","","46.891992951785454","46.891992951785454","46.891992951785454"
"8766","","","","","","","44.5577673857659","44.5577673857659","44.5577673857659"
"8767","","","","","","","44.570642175770814","44.570642175770814","44.570642175770814"
"8768","","","","","","","44.58616409923891","44.58616409923891","44.58616409923891"
"8769","","","","","","","44.58345624765687","44.58345624765687","44.58345624765687"
"8770","","","","","","","44.570153261783574","44.570153261783574","44.570153261783574"
"8771","","","","","","","46.92317387728976","46.92317387728976","46.92317387728976"
"8772","","","","","","","46.896888965578746","46.896888965578746","46.896888965578746"
"8773","","","","","","","46.89637401460955","46.89637401460955","46.89637401460955"
"8774","","","","","","","46.893984908724796","46.893984908724796","46.893984908724796"
"8775","","","","","","","46.88997196998668","46.88997196998668","46.88997196998668"
"8776","","","","","","","46.92226284844286","46.92226284844286","46.92226284844286"
"8777","","","","","","","44.558771074729336","44.558771074729336","44.558771074729336"
"8778","","","","","","","42.19285511958202","42.19285511958202","42.19285511958202"
"8779","","","","","","","44.54664898191674","44.54664898191674","44.54664898191674"
"8780","","","","","","","46.89759760480575","46.89759760480575","46.89759760480575"
"8781","","","","","","","46.89092672627902","46.89092672627902","46.89092672627902"
"8782","","","","","","","49.23655312051421","49.23655312051421","49.23655312051421"
"8783","","","","","","","49.450862884636116","49.450862884636116","49.450862884636116"
"8784","","","","","","","49.44426121492447","49.44426121492447","49.44426121492447"
"8786","","","","","","","51.798065563069166","51.798065563069166","51.798065563069166"
"8787","","","","","","","51.802295375780815","51.802295375780815","51.802295375780815"
"8788","","","","","","","54.0125718305049","54.0125718305049","54.0125718305049"
"8789","","","","","","","51.65300746039341","51.65300746039341","51.65300746039341"
"8790","","","","","","","51.62532068730457","51.62532068730457","51.62532068730457"
"8791","","","","","","","51.63113474269935","51.63113474269935","51.63113474269935"
"8792","","","","","","","53.973961937083","53.973961937083","53.973961937083"
"8793","","","","","","","53.98772101387963","53.98772101387963","53.98772101387963"
"8794","","","","","","","51.623915790897065","51.623915790897065","51.623915790897065"
"8795","","","","","","","51.61979188018229","51.61979188018229","51.61979188018229"
"8796","","","","","","","53.778578628142476","53.778578628142476","53.778578628142476"
"8797","","","","","","","53.77415799301344","53.77415799301344","53.77415799301344"
"8798","","","","","","","55.979610734521664","55.979610734521664","55.979610734521664"
"8799","","","","","","","55.97807546399977","55.97807546399977","55.97807546399977"
"8800","","","","","","","55.97966561324532","55.97966561324532","55.97966561324532"
"8801","","","","","","","53.62986869738217","53.62986869738217","53.62986869738217"
"8802","","","","","","","53.630378379297696","53.630378379297696","53.630378379297696"
"8803","","","","","","","53.63140337400112","53.63140337400112","53.63140337400112"
"8804","","","","","","","53.6880959821841","53.6880959821841","53.6880959821841"
"8805","","","","","","","53.69856388864586","53.69856388864586","53.69856388864586"
"8806","","","","","","","51.34914091497349","51.34914091497349","51.34914091497349"
"8807","","","","","","","51.34730390103706","51.34730390103706","51.34730390103706"
"8808","","","","","","","51.35786029961989","51.35786029961989","51.35786029961989"
"8809","","","","","","","51.35011538435629","51.35011538435629","51.35011538435629"
"8810","","","","","","","51.34552436232905","51.34552436232905","51.34552436232905"
"8811","","","","","","","51.33193026189434","51.33193026189434","51.33193026189434"
"8812","","","","","","","51.34141608371962","51.34141608371962","51.34141608371962"
"8813","","","","","","","51.33659485147279","51.33659485147279","51.33659485147279"
"8814","","","","","","","51.341939633651066","51.341939633651066","51.341939633651066"
"8815","","","","","","","49.112167964403895","49.112167964403895","49.112167964403895"
"8816","","","","","","","51.475542272528784","51.475542272528784","51.475542272528784"
"8817","","","","","","","51.4749885923855","51.4749885923855","51.4749885923855"
"8818","","","","","","","51.47612418128402","51.47612418128402","51.47612418128402"
"8819","","","","","","","51.47722376749065","51.47722376749065","51.47722376749065"
"8820","","","","","","","51.479587736239985","51.479587736239985","51.479587736239985"
"8821","","","","","","","51.47511844378433","51.47511844378433","51.47511844378433"
"8822","","","","","","","51.47594526343979","51.47594526343979","51.47594526343979"
"8823","","","","","","","51.46836168646292","51.46836168646292","51.46836168646292"
"8824","","","","","","","51.44750620317161","51.44750620317161","51.44750620317161"
"8825","","","","","","","51.46107513409953","51.46107513409953","51.46107513409953"
"8826","","","","","","","51.467336243280954","51.467336243280954","51.467336243280954"
"8827","","","","","","","49.108208415966395","49.108208415966395","49.108208415966395"
"8828","","","","","","","49.103932828237085","49.103932828237085","49.103932828237085"
"8829","","","","","","","49.10693311144557","49.10693311144557","49.10693311144557"
"8830","","","","","","","46.880584955846835","46.880584955846835","46.880584955846835"
"8831","","","","","","","46.878751347520264","46.878751347520264","46.878751347520264"
"8832","","","","","","","44.54678575681475","44.54678575681475","44.54678575681475"
"8833","","","","","","","44.557490732454106","44.557490732454106","44.557490732454106"
"8834","","","","","","","44.55877434986233","44.55877434986233","44.55877434986233"
"8835","","","","","","","44.558623517758406","44.558623517758406","44.558623517758406"
"8836","","","","","","","44.561553523987044","44.561553523987044","44.561553523987044"
"8837","","","","","","","46.92489507511238","46.92489507511238","46.92489507511238"
"8838","","","","","","","44.58516513419055","44.58516513419055","44.58516513419055"
"8839","","","","","","","42.2248311752152","42.2248311752152","42.2248311752152"
"8840","","","","","","","44.58849374265546","44.58849374265546","44.58849374265546"
"8841","","","","","","","46.9553143757029","46.9553143757029","46.9553143757029"
"8842","","","","","","","46.95319059960222","46.95319059960222","46.95319059960222"
"8843","","","","","","","46.91717355248552","46.91717355248552","46.91717355248552"
"8844","","","","","","","49.267931726852865","49.267931726852865","49.267931726852865"
"8845","","","","","","","46.92353427093225","46.92353427093225","46.92353427093225"
"8846","","","","","","","46.92082399780915","46.92082399780915","46.92082399780915"
"8847","","","","","","","46.919323505841824","46.919323505841824","46.919323505841824"
"8848","","","","","","","46.95525189581262","46.95525189581262","46.95525189581262"
"8849","","","","","","","44.724684514726114","44.724684514726114","44.724684514726114"
"8850","","","","","","","44.7275739739215","44.7275739739215","44.7275739739215"
"8851","","","","","","","44.72405031019494","44.72405031019494","44.72405031019494"
"8852","","","","","","","42.37849156379769","42.37849156379769","42.37849156379769"
"8853","","","","","","","44.73699711728929","44.73699711728929","44.73699711728929"
"8854","","","","","","","44.73739391390813","44.73739391390813","44.73739391390813"
"8855","","","","","","","44.734588111321024","44.734588111321024","44.734588111321024"
"8856","","","","","","","42.48577254000614","42.48577254000614","42.48577254000614"
"8857","","","","","","","44.82444505215459","44.82444505215459","44.82444505215459"
"8858","","","","","","","47.190574767599344","47.190574767599344","47.190574767599344"
"8859","","","","","","","47.190934431618814","47.190934431618814","47.190934431618814"
"8860","","","","","","","47.19000072161814","47.19000072161814","47.19000072161814"
"8861","","","","","","","47.193939362174305","47.193939362174305","47.193939362174305"
"8862","","","","","","","47.17798493477488","47.17798493477488","47.17798493477488"
"8863","","","","","","","44.81681743704864","44.81681743704864","44.81681743704864"
"8864","","","","","","","44.81999655644134","44.81999655644134","44.81999655644134"
"8865","","","","","","","47.171639941866445","47.171639941866445","47.171639941866445"
"8866","","","","","","","47.175279942388485","47.175279942388485","47.175279942388485"
"8867","","","","","","","49.520082788289116","49.520082788289116","49.520082788289116"
"8868","","","","","","","49.51095345073394","49.51095345073394","49.51095345073394"
"8869","","","","","","","49.50033734256217","49.50033734256217","49.50033734256217"
"8870","","","","","","","49.49868296037522","49.49868296037522","49.49868296037522"
"8871","","","","","","","49.51704602432632","49.51704602432632","49.51704602432632"
"8872","","","","","","","47.1773820401001","47.1773820401001","47.1773820401001"
"8873","","","","","","","47.16484965909469","47.16484965909469","47.16484965909469"
"8874","","","","","","","47.637004169273474","47.637004169273474","47.637004169273474"
"8875","","","","","","","47.63905301625219","47.63905301625219","47.63905301625219"
"8876","","","","","","","47.642753333027876","47.642753333027876","47.642753333027876"
"8877","","","","","","","45.25184027381491","45.25184027381491","45.25184027381491"
"8878","","","","","","","47.62838393527402","47.62838393527402","47.62838393527402"
"8879","","","","","","","47.747412969374494","47.747412969374494","47.747412969374494"
"8880","","","","","","","47.74909468641064","47.74909468641064","47.74909468641064"
"8881","","","","","","","47.74156438380038","47.74156438380038","47.74156438380038"
"8882","","","","","","","45.38047283335438","45.38047283335438","45.38047283335438"
"8883","","","","","","","43.0280798401822","43.0280798401822","43.0280798401822"
"8884","","","","","","","45.36281224037646","45.36281224037646","45.36281224037646"
"8885","","","","","","","45.35960124324589","45.35960124324589","45.35960124324589"
"8887","","","","","","","45.354736226945555","45.354736226945555","45.354736226945555"
"8888","","","","","","","45.36193688846918","45.36193688846918","45.36193688846918"
"8889","","","","","","","43.20953433555237","43.20953433555237","43.20953433555237"
"8890","","","","","","","45.574398261103035","45.574398261103035","45.574398261103035"
"8891","","","","","","","47.95282056389508","47.95282056389508","47.95282056389508"
"8892","","","","","","","47.966031534296555","47.966031534296555","47.966031534296555"
"8893","","","","","","","47.966742311121976","47.966742311121976","47.966742311121976"
"8894","","","","","","","50.32357680939576","50.32357680939576","50.32357680939576"
"8895","","","","","","","52.68205002128927","52.68205002128927","52.68205002128927"
"8896","","","","","","","50.323116832462446","50.323116832462446","50.323116832462446"
"8897","","","","","","","50.35264991758673","50.35264991758673","50.35264991758673"
"8898","","","","","","","50.35279079152994","50.35279079152994","50.35279079152994"
"8899","","","","","","","47.98423950139311","47.98423950139311","47.98423950139311"
"8900","","","","","","","47.98357167155275","47.98357167155275","47.98357167155275"
"8901","","","","","","","47.98199773929848","47.98199773929848","47.98199773929848"
"8902","","","","","","","50.35705254826817","50.35705254826817","50.35705254826817"
"8903","","","","","","","50.3569389974671","50.3569389974671","50.3569389974671"
"8904","","","","","","","50.35521822129813","50.35521822129813","50.35521822129813"
"8905","","","","","","","50.307600301571945","50.307600301571945","50.307600301571945"
"8906","","","","","","","50.303858662765606","50.303858662765606","50.303858662765606"
"8907","","","","","","","52.68347386940181","52.68347386940181","52.68347386940181"
"8908","","","","","","","52.6822061826899","52.6822061826899","52.6822061826899"
"8909","","","","","","","52.674629154110214","52.674629154110214","52.674629154110214"
"8910","","","","","","","52.68610800916793","52.68610800916793","52.68610800916793"
"8911","","","","","","","52.69285972105272","52.69285972105272","52.69285972105272"
"8912","","","","","","","52.695346113604415","52.695346113604415","52.695346113604415"
"8913","","","","","","","50.467037215496184","50.467037215496184","50.467037215496184"
"8914","","","","","","","48.23652699343085","48.23652699343085","48.23652699343085"
"8915","","","","","","","45.86782557006301","45.86782557006301","45.86782557006301"
"8916","","","","","","","48.13930255695183","48.13930255695183","48.13930255695183"
"8917","","","","","","","48.130361423961816","48.130361423961816","48.130361423961816"
"8918","","","","","","","45.79206744128186","45.79206744128186","45.79206744128186"
"8919","","","","","","","45.7939277868957","45.7939277868957","45.7939277868957"
"8920","","","","","","","45.80283663350548","45.80283663350548","45.80283663350548"
"8921","","","","","","","45.811521059124935","45.811521059124935","45.811521059124935"
"8922","","","","","","","43.70957885668931","43.70957885668931","43.70957885668931"
"8923","","","","","","","43.77954126326226","43.77954126326226","43.77954126326226"
"8924","","","","","","","43.78201309511197","43.78201309511197","43.78201309511197"
"8925","","","","","","","43.80148090586479","43.80148090586479","43.80148090586479"
"8926","","","","","","","43.78806340302467","43.78806340302467","43.78806340302467"
"8927","","","","","","","41.54565912570902","41.54565912570902","41.54565912570902"
"8928","","","","","","","43.9415219081552","43.9415219081552","43.9415219081552"
"8929","","","","","","","41.587943610794625","41.587943610794625","41.587943610794625"
"8930","","","","","","","41.60044674957213","41.60044674957213","41.60044674957213"
"8931","","","","","","","43.83545111236831","43.83545111236831","43.83545111236831"
"8932","","","","","","","43.84069490558768","43.84069490558768","43.84069490558768"
"8933","","","","","","","46.17933625083492","46.17933625083492","46.17933625083492"
"8934","","","","","","","46.17354903748782","46.17354903748782","46.17354903748782"
"8935","","","","","","","46.17608461499643","46.17608461499643","46.17608461499643"
"8936","","","","","","","43.836665354947","43.836665354947","43.836665354947"
"8937","","","","","","","43.85740534326204","43.85740534326204","43.85740534326204"
"8938","","","","","","","43.84634202944073","43.84634202944073","43.84634202944073"
"8939","","","","","","","46.188982489258876","46.188982489258876","46.188982489258876"
"8940","","","","","","","48.548874947008265","48.548874947008265","48.548874947008265"
"8941","","","","","","","48.55173273093223","48.55173273093223","48.55173273093223"
"8942","","","","","","","48.54732761142109","48.54732761142109","48.54732761142109"
"8943","","","","","","","48.55426892149743","48.55426892149743","48.55426892149743"
"8944","","","","","","","46.21115000789391","46.21115000789391","46.21115000789391"
"8945","","","","","","","46.21545512371517","46.21545512371517","46.21545512371517"
"8946","","","","","","","48.58835091399493","48.58835091399493","48.58835091399493"
"8947","","","","","","","48.594046956193694","48.594046956193694","48.594046956193694"
"8948","","","","","","","46.259093874415676","46.259093874415676","46.259093874415676"
"8949","","","","","","","44.068013945289195","44.068013945289195","44.068013945289195"
"8950","","","","","","","43.958142732222335","43.958142732222335","43.958142732222335"
"8951","","","","","","","41.59280083152285","41.59280083152285","41.59280083152285"
"8952","","","","","","","41.589799915579654","41.589799915579654","41.589799915579654"
"8953","","","","","","","41.579120132324014","41.579120132324014","41.579120132324014"
"8954","","","","","","","41.58132211008226","41.58132211008226","41.58132211008226"
"8955","","","","","","","41.59919924517748","41.59919924517748","41.59919924517748"
"8956","","","","","","","39.25951830549254","39.25951830549254","39.25951830549254"
"8957","","","","","","","41.50138988199656","41.50138988199656","41.50138988199656"
"8958","","","","","","","39.14604664248604","39.14604664248604","39.14604664248604"
"8959","","","","","","","39.16702316613731","39.16702316613731","39.16702316613731"
"8960","","","","","","","36.928394542473214","36.928394542473214","36.928394542473214"
"8961","","","","","","","36.937703863722","36.937703863722","36.937703863722"
"8962","","","","","","","34.58748622610597","34.58748622610597","34.58748622610597"
"8963","","","","","","","34.596057189266055","34.596057189266055","34.596057189266055"
"8964","","","","","","","36.99726360521924","36.99726360521924","36.99726360521924"
"8965","","","","","","","36.999146809616306","36.999146809616306","36.999146809616306"
"8966","","","","","","","34.80409843557756","34.80409843557756","34.80409843557756"
"8967","","","","","","","34.79054643274185","34.79054643274185","34.79054643274185"
"8968","","","","","","","34.79034835063159","34.79034835063159","34.79034835063159"
"8969","","","","","","","34.790157196527844","34.790157196527844","34.790157196527844"
"8970","","","","","","","34.826304874015555","34.826304874015555","34.826304874015555"
"8971","","","","","","","34.826865064307896","34.826865064307896","34.826865064307896"
"8972","","","","","","","34.811700698665696","34.811700698665696","34.811700698665696"
"8973","","","","","","","37.15330392654678","37.15330392654678","37.15330392654678"
"8974","","","","","","","37.15947751850791","37.15947751850791","37.15947751850791"
"8975","","","","","","","39.0609041281019","39.0609041281019","39.0609041281019"
"8976","","","","","","","39.0747095706933","39.0747095706933","39.0747095706933"
"8977","","","","","","","39.08227850005785","39.08227850005785","39.08227850005785"
"8978","","","","","","","41.4387512200856","41.4387512200856","41.4387512200856"
"8979","","","","","","","41.42126355030187","41.42126355030187","41.42126355030187"
"8980","","","","","","","43.67101245934246","43.67101245934246","43.67101245934246"
"8981","","","","","","","43.66823943189635","43.66823943189635","43.66823943189635"
"8982","","","","","","","43.66841908064625","43.66841908064625","43.66841908064625"
"8983","","","","","","","46.030166841408","46.030166841408","46.030166841408"
"8984","","","","","","","46.018974571550295","46.018974571550295","46.018974571550295"
"8985","","","","","","","46.024693853745056","46.024693853745056","46.024693853745056"
"8986","","","","","","","46.02453679287497","46.02453679287497","46.02453679287497"
"8988","","","","","","","43.66381807454197","43.66381807454197","43.66381807454197"
"8989","","","","","","","43.6527398646281","43.6527398646281","43.6527398646281"
"8990","","","","","","","45.810266983558876","45.810266983558876","45.810266983558876"
"8991","","","","","","","43.46421525152265","43.46421525152265","43.46421525152265"
"8992","","","","","","","43.49562885870767","43.49562885870767","43.49562885870767"
"8993","","","","","","","43.47781267480361","43.47781267480361","43.47781267480361"
"8994","","","","","","","43.476616595402675","43.476616595402675","43.476616595402675"
"8995","","","","","","","41.10974824756312","41.10974824756312","41.10974824756312"
"8996","","","","","","","38.87932915801621","38.87932915801621","38.87932915801621"
"8997","","","","","","","41.2523090042261","41.2523090042261","41.2523090042261"
"8998","","","","","","","41.213965809266384","41.213965809266384","41.213965809266384"
"8999","","","","","","","41.21891822110092","41.21891822110092","41.21891822110092"
"9000","","","","","","","43.59287498555014","43.59287498555014","43.59287498555014"
"9001","","","","","","","43.717138255040055","43.717138255040055","43.717138255040055"
"9002","","","","","","","41.38103547019873","41.38103547019873","41.38103547019873"
"9003","","","","","","","41.3439814855149","41.3439814855149","41.3439814855149"
"9004","","","","","","","39.00754796133221","39.00754796133221","39.00754796133221"
"9005","","","","","","","39.008891863009495","39.008891863009495","39.008891863009495"
"9006","","","","","","","39.00153481733352","39.00153481733352","39.00153481733352"
"9007","","","","","","","36.80107975564366","36.80107975564366","36.80107975564366"
"9008","","","","","","","36.761108496515966","36.761108496515966","36.761108496515966"
"9009","","","","","","","36.76733924827846","36.76733924827846","36.76733924827846"
"9010","","","","","","","34.54248338488092","34.54248338488092","34.54248338488092"
"9011","","","","","","","34.54134019279713","34.54134019279713","34.54134019279713"
"9012","","","","","","","34.546220388501915","34.546220388501915","34.546220388501915"
"9013","","","","","","","32.33101291698577","32.33101291698577","32.33101291698577"
"9014","","","","","","","34.547806559375374","34.547806559375374","34.547806559375374"
"9015","","","","","","","36.7682095315814","36.7682095315814","36.7682095315814"
"9016","","","","","","","36.788226185147266","36.788226185147266","36.788226185147266"
"9017","","","","","","","36.74138666715199","36.74138666715199","36.74138666715199"
"9018","","","","","","","36.74699570327252","36.74699570327252","36.74699570327252"
"9019","","","","","","","39.087545231462315","39.087545231462315","39.087545231462315"
"9020","","","","","","","39.09957081223034","39.09957081223034","39.09957081223034"
"9021","","","","","","","39.09551280907503","39.09551280907503","39.09551280907503"
"9022","","","","","","","39.089925822281714","39.089925822281714","39.089925822281714"
"9023","","","","","","","41.192425504005485","41.192425504005485","41.192425504005485"
"9024","","","","","","","41.13410805151504","41.13410805151504","41.13410805151504"
"9025","","","","","","","41.13289827114376","41.13289827114376","41.13289827114376"
"9026","","","","","","","43.47630981503594","43.47630981503594","43.47630981503594"
"9027","","","","","","","43.48489497421451","43.48489497421451","43.48489497421451"
"9028","","","","","","","45.72584935593915","45.72584935593915","45.72584935593915"
"9029","","","","","","","45.69264840787318","45.69264840787318","45.69264840787318"
"9030","","","","","","","45.69593214840413","45.69593214840413","45.69593214840413"
"9031","","","","","","","43.33446818469528","43.33446818469528","43.33446818469528"
"9032","","","","","","","43.34339750739828","43.34339750739828","43.34339750739828"
"9033","","","","","","","43.33498210571828","43.33498210571828","43.33498210571828"
"9034","","","","","","","40.9670464621134","40.9670464621134","40.9670464621134"
"9035","","","","","","","40.9676911026407","40.9676911026407","40.9676911026407"
"9036","","","","","","","40.96037837757139","40.96037837757139","40.96037837757139"
"9037","","","","","","","40.94408777761786","40.94408777761786","40.94408777761786"
"9038","","","","","","","40.926688115859285","40.926688115859285","40.926688115859285"
"9039","","","","","","","40.9442358436973","40.9442358436973","40.9442358436973"
"9040","","","","","","","40.94143665112646","40.94143665112646","40.94143665112646"
"9041","","","","","","","40.93810130713697","40.93810130713697","40.93810130713697"
"9042","","","","","","","38.69420232794558","38.69420232794558","38.69420232794558"
"9043","","","","","","","38.700574912811774","38.700574912811774","38.700574912811774"
"9044","","","","","","","36.53519212990726","36.53519212990726","36.53519212990726"
"9045","","","","","","","36.5185726659732","36.5185726659732","36.5185726659732"
"9046","","","","","","","36.51817228479767","36.51817228479767","36.51817228479767"
"9047","","","","","","","36.49689696744741","36.49689696744741","36.49689696744741"
"9048","","","","","","","34.261671573787105","34.261671573787105","34.261671573787105"
"9049","","","","","","","36.626079611776724","36.626079611776724","36.626079611776724"
"9050","","","","","","","38.79504573331598","38.79504573331598","38.79504573331598"
"9051","","","","","","","41.13920305749058","41.13920305749058","41.13920305749058"
